Year,Date,State,GeoRegion,ColonyName,SpeciesCode,Longitude_y,Latitude_y,Nests,Birds
2010,2010-Jun-10,FL,Tampa Bay,Egmont Key,LAGU,-82.7596,27.5793,490,715
2010,2010-Jun-10,FL,Tampa Bay,Egmont Key,ROSA,-82.7596,27.5793,823,916
2010,2010-Jun-10,FL,Tampa Bay,Egmont Key,ROYT,-82.7596,27.5793,1169,1216
2010,2010-Jun-10,FL,Tampa Bay,Egmont Key,SATE,-82.7596,27.5793,716,730
2010,2010-Jun-10,FL,Tampa Bay,Lemon Bay Spoil Island,BRPE,-82.3511,26.9289,0,16
2010,2010-Jun-10,FL,Tampa Bay,Lemon Bay Spoil Island,GBHE,-82.3511,26.9289,8,3
2010,2010-Jun-10,FL,Tampa Bay,Lemon Bay Spoil Island,UNWA,-82.3511,26.9289,0,0
2010,2010-Jun-10,FL,Tampa Bay,Longbeach Islet,DCCO,-82.67529999999998,27.433,35,35
2010,2010-Jun-10,FL,Tampa Bay,Longbeach Islet,GBHE,-82.67529999999998,27.433,5,2
2010,2010-Jun-10,FL,Tampa Bay,Longbeach Islet,GREG,-82.67529999999998,27.433,3,3
2010,2010-Jun-10,FL,Tampa Bay,Stump Pass,ROYT,-82.3409,26.8968,0,30
2010,2010-Jun-10,FL,Tampa Bay,Stump Pass,SATE,-82.3409,26.8968,0,5
2010,2010-Jun-10,FL,Ten Thousand Islands,Chocoloskee Bay Islet,BRPE,-81.41299999999998,25.8486,82,91
2010,2010-Jun-10,FL,Ten Thousand Islands,Chocoloskee Bay Islet,DCCO,-81.41299999999998,25.8486,18,18
2010,2010-Jun-10,FL,Ten Thousand Islands,Chocoloskee Bay Islet,GREG,-81.41299999999998,25.8486,263,186
2010,2010-Jun-10,FL,Ten Thousand Islands,Chocoloskee Bay Islet,UNWA,-81.41299999999998,25.8486,0,0
2010,2010-Jun-10,FL,Ten Thousand Islands,Fakahatchee Bay Islet,GREG,-81.4975,25.8794,31,31
2010,2010-Jun-10,FL,Ten Thousand Islands,Marco Island,BLSK,-81.75279999999998,25.9549,586,1208
2010,2010-Jun-10,FL,Ten Thousand Islands,Marco Island,BRPE,-81.75279999999998,25.9549,0,1
2010,2010-Jun-10,FL,Ten Thousand Islands,Marco Island,ROYT,-81.75279999999998,25.9549,0,9
2010,2010-Jun-10,FL,Ten Thousand Islands,Marco Island,UNGU,-81.75279999999998,25.9549,0,9
2010,2010-Jun-10,FL,Ten Thousand Islands,Pavillion Key,BRPE,-81.3542,25.7025,0,1
2010,2010-Jun-10,FL,Ten Thousand Islands,Second Chance Critical Wildlife Area,BRPE,-81.6674,25.8389,0,30
2010,2010-Jun-10,FL,Ten Thousand Islands,Second Chance Critical Wildlife Area,ROYT,-81.6674,25.8389,0,175
2010,2010-Jun-10,FL,Ten Thousand Islands,Second Chance Critical Wildlife Area,SATE,-81.6674,25.8389,0,50
2010,2010-Jun-11,FL,Crystal River,Bird Keys Crystal Bay,BRPE,-82.7009,28.8777,14,14
2010,2010-Jun-11,FL,Crystal River,Bird Keys Crystal Bay,DCCO,-82.7009,28.8777,65,66
